Variable Name,Variable Description,Data File Name,Data File Description,Begin Year,EndYear,Component,Use Constraints
BHQ010,"Next, we'd like to talk to you about bowel health. We'll start with accidental bowel leakage. There are four types of bowel leakage that can happen: leakage (passing) of gas, leakage of mucus, leakage of liquid stool, and leakage of solid stool. We will ask you about leakage of each of these one at a time. How often during the past 30 days have you had any amount of accidental bowel leakage that consisted of gas? Would you say . . .",BHQ_E,Bowel Health,2007,2008,Questionnaire,
BHQ020,How often during the past 30 days have you had any amount of accidental bowel leakage that consisted of mucus?,BHQ_E,Bowel Health,2007,2008,Questionnaire,
BHQ030,How often during the past 30 days have you had any amount of accidental bowel leakage that consisted of liquid stool?,BHQ_E,Bowel Health,2007,2008,Questionnaire,
BHQ040,How often during the past 30 days have you had any amount of accidental bowel leakage that consisted of solid stool?,BHQ_E,Bowel Health,2007,2008,Questionnaire,
BHQ060,Please look at this card and tell me the number that corresponds to your usual or most common stool type.,BHQ_E,Bowel Health,2007,2008,Questionnaire,
SEQN,Respondent sequence number.,BHQ_E,Bowel Health,2007,2008,Questionnaire,
BPD035,How old {were you/was SP} when {you were/he/she was} first told that {you/he/she} had hypertension or high blood pressure?,BPQ_E,Blood Pressure & Cholesterol,2007,2008,Questionnaire,
BPQ020,"{Have you/Has SP} ever been told by a doctor or other health professional that {you/s/he} had hypertension, also called high blood pressure?",BPQ_E,Blood Pressure & Cholesterol,2007,2008,Questionnaire,
BPQ030,"{Were you/Was SP} told on 2 or more different visits that {you/s/he} had hypertension, also called high blood pressure?",BPQ_E,Blood Pressure & Cholesterol,2007,2008,Questionnaire,
BPQ040A,"Because of {your/SP's} (high blood pressure/hypertension), {have you/has s/he} ever been told to . . . take prescribed medicine?",BPQ_E,Blood Pressure & Cholesterol,2007,2008,Questionnaire,
BPQ050A,HELP AVAILABLE (Are you/Is SP) now taking prescribed medicine,BPQ_E,Blood Pressure & Cholesterol,2007,2008,Questionnaire,
BPQ052,{Have you/Has SP} ever been told by a doctor or other health professional that {you have/s/he has} prehypertension?,BPQ_E,Blood Pressure & Cholesterol,2007,2008,Questionnaire,
BPQ057,{Have you/Has SP} ever been told by a doctor or other health professional that {you have/s/he has} high normal blood pressure or borderline hypertension?,BPQ_E,Blood Pressure & Cholesterol,2007,2008,Questionnaire,
BPQ060,{Have you/Has SP} ever had {your/his/her} blood cholesterol checked?,BPQ_E,Blood Pressure & Cholesterol,2007,2008,Questionnaire,
BPQ070,About how long has it been since {you/SP} last had {your/his/her} blood cholesterol checked? Has it been...,BPQ_E,Blood Pressure & Cholesterol,2007,2008,Questionnaire,
BPQ080,{Have you/Has SP} ever been told by a doctor or other health professional that {your/his/her} blood cholesterol level was high?,BPQ_E,Blood Pressure & Cholesterol,2007,2008,Questionnaire,
BPQ090A,"To lower (your/his/her) blood cholesterol, (have/has) (you/SP) ever been told by a doctor or other health professional... to eat fewer high fat or high cholesterol foods?",BPQ_E,Blood Pressure & Cholesterol,2007,2008,Questionnaire,
BPQ090B,"[To lower (your/his/her) blood cholesterol, (have/has) (you/SP) ever been told by a doctor or other health professional]... to control (your/his/her) weight or lose weight?",BPQ_E,Blood Pressure & Cholesterol,2007,2008,Questionnaire,
BPQ090C,"[To lower (your/his/her) blood cholesterol, (have/has) (you/SP) ever been told by a doctor or other health professional]... to increase (your/his/her) physical activity or exercise?",BPQ_E,Blood Pressure & Cholesterol,2007,2008,Questionnaire,
BPQ090D,"[To lower (your/his/her) blood cholesterol, (have/has) (you/SP) ever been told by a doctor or other health professional]... to take prescribed medicine?",BPQ_E,Blood Pressure & Cholesterol,2007,2008,Questionnaire,
BPQ100A,(Are you/Is SP) now following this advice to eat fewer high fat or high cholesterol foods?,BPQ_E,Blood Pressure & Cholesterol,2007,2008,Questionnaire,
BPQ100B,(Are you/Is SP) now following this advice to control (your/his/her) weight or lose weight?,BPQ_E,Blood Pressure & Cholesterol,2007,2008,Questionnaire,
BPQ100C,(Are you/Is SP) now following this advice to increase (your/his/her) physical activity or exercise?,BPQ_E,Blood Pressure & Cholesterol,2007,2008,Questionnaire,
BPQ100D,(Are you/Is SP) now following this advice to take prescribed medicine?,BPQ_E,Blood Pressure & Cholesterol,2007,2008,Questionnaire,
SEQN,Respondent sequence number.,BPQ_E,Blood Pressure & Cholesterol,2007,2008,Questionnaire,
CDQ001,{Have you/Has SP} ever had any pain or discomfort in {your/her/his} chest?,CDQ_E,Cardiovascular Health,2007,2008,Questionnaire,
CDQ002,{Do you/Does she/Does he} get it when {you/she/he} walk uphill or hurry?,CDQ_E,Cardiovascular Health,2007,2008,Questionnaire,
CDQ003,{Do you/Does she/Does he} get it when {you/she/he} walk at an ordinary pace on level ground?,CDQ_E,Cardiovascular Health,2007,2008,Questionnaire,
CDQ004,What {do you/does she/does he} do if {you/she/he} get it while {you/she/he} are walking? {Do you/Does she/Does he} stop or slow down or continue at the same pace?,CDQ_E,Cardiovascular Health,2007,2008,Questionnaire,
CDQ005,"If {you/she/he} stand still, what happens to it? Is the pain or discomfort relieved or not relieved?",CDQ_E,Cardiovascular Health,2007,2008,Questionnaire,
CDQ006,How soon is the pain relieved? Would you say...,CDQ_E,Cardiovascular Health,2007,2008,Questionnaire,
CDQ008,Have {you/she/he} ever had a severe pain across the front of {your/her/his} chest lasting for half an hour or more?,CDQ_E,Cardiovascular Health,2007,2008,Questionnaire,
CDQ009A,Please look at this card and show me where the pain or discomfort is located.,CDQ_E,Cardiovascular Health,2007,2008,Questionnaire,
CDQ009B,Please look at this card and show me where the pain or discomfort is located.,CDQ_E,Cardiovascular Health,2007,2008,Questionnaire,
CDQ009C,Please look at this card and show me where the pain or discomfort is located.,CDQ_E,Cardiovascular Health,2007,2008,Questionnaire,
CDQ009D,Please look at this card and show me where the pain or discomfort is located.,CDQ_E,Cardiovascular Health,2007,2008,Questionnaire,
CDQ009E,Please look at this card and show me where the pain or discomfort is located.,CDQ_E,Cardiovascular Health,2007,2008,Questionnaire,
CDQ009F,Please look at this card and show me where the pain or discomfort is located.,CDQ_E,Cardiovascular Health,2007,2008,Questionnaire,
CDQ009G,Please look at this card and show me where the pain or discomfort is located.,CDQ_E,Cardiovascular Health,2007,2008,Questionnaire,
CDQ009H,Please look at this card and show me where the pain or discomfort is located.,CDQ_E,Cardiovascular Health,2007,2008,Questionnaire,
CDQ010,{Have you/Has SP} had shortness of breath either when hurrying on the level or walking up a slight hill?,CDQ_E,Cardiovascular Health,2007,2008,Questionnaire,
SEQN,Respondent sequence number.,CDQ_E,Cardiovascular Health,2007,2008,Questionnaire,
FDACODE1,FDA/NDC therapeutic drug class codes,RXQ_RX,Prescription Medications,1999,2000,Questionnaire,
FDACODE2,FDA/NDC therapeutic drug class codes,RXQ_RX,Prescription Medications,1999,2000,Questionnaire,
FDACODE3,FDA/NDC therapeutic drug class codes,RXQ_RX,Prescription Medications,1999,2000,Questionnaire,
FDACODE4,FDA/NDC therapeutic drug class codes,RXQ_RX,Prescription Medications,1999,2000,Questionnaire,
FDACODE5,FDA/NDC therapeutic drug class codes,RXQ_RX,Prescription Medications,1999,2000,Questionnaire,
FDACODE6,FDA/NDC therapeutic drug class codes,RXQ_RX,Prescription Medications,1999,2000,Questionnaire,
NHCODE,Generic ingredient code,RXQ_RX,Prescription Medications,1999,2000,Questionnaire,
RXD030,"In the past month, {have you/has SP} used or taken medication for which a prescription is needed? Do not include prescription vitamins or minerals you may have already told me about.",RXQ_RX,Prescription Medications,1999,2000,Questionnaire,
RXD240B,Standard generic ingredient name,RXQ_RX,Prescription Medications,1999,2000,Questionnaire,
RXD260,For how long {have/has} {you/SP} been using or taking {PRODUCT NAME}? (days),RXQ_RX,Prescription Medications,1999,2000,Questionnaire,
RXD295,The number of prescription medicines reported,RXQ_RX,Prescription Medications,1999,2000,Questionnaire,
RXDDRGID,Generic drug code,RXQ_RX,Prescription Medications,1999,2000,Questionnaire,
RXQ250,Prescription container seen by interviewer,RXQ_RX,Prescription Medications,1999,2000,Questionnaire,
RXQ280,How many canisters of {PRODUCT NAME} {have you/has SP} used in the past month? Would you say . . .,RXQ_RX,Prescription Medications,1999,2000,Questionnaire,
SEQN,Respondent sequence number.,RXQ_RX,Prescription Medications,1999,2000,Questionnaire,
ECD010,First I have some questions about {SP NAME's} birth. How old was {SP NAME's} biological mother when {s/he} was born?,ECQ_E,Early Childhood,2007,2008,Questionnaire,
ECD070A,How much did {SP NAME} weigh at birth?,ECQ_E,Early Childhood,2007,2008,Questionnaire,
ECD070B,How much did {SP NAME} weigh at birth?,ECQ_E,Early Childhood,2007,2008,Questionnaire,
ECQ020,Did {SP NAME's} biological mother smoke at any time while she was pregnant with {him/her}?,ECQ_E,Early Childhood,2007,2008,Questionnaire,
ECQ030,"At any time during the pregnancy, did {SP NAME's} biological mother quit or refrain from smoking for the rest of the pregnancy?",ECQ_E,Early Childhood,2007,2008,Questionnaire,
ECQ040,About what month of the pregnancy did {SP NAME's} biological mother stop smoking?,ECQ_E,Early Childhood,2007,2008,Questionnaire,
ECQ060,"Did {SP NAME} receive any newborn care in an intensive care unit, premature nursery, or any other type of special care facility?",ECQ_E,Early Childhood,2007,2008,Questionnaire,
ECQ080,Did {SP NAME} weigh . . .,ECQ_E,Early Childhood,2007,2008,Questionnaire,
ECQ090,Did {SP NAME} weigh . . .,ECQ_E,Early Childhood,2007,2008,Questionnaire,
ECQ150,Are you now doing anything to help {SP} control {his/her} weight?,ECQ_E,Early Childhood,2007,2008,Questionnaire,
FSQ121,Is {SP} now attending {Head Start/Early Head Start}?,ECQ_E,Early Childhood,2007,2008,Questionnaire,
MCQ080E,Has a doctor or health professional ever told you that {SP} was overweight?,ECQ_E,Early Childhood,2007,2008,Questionnaire,
SEQN,Respondent sequence number.,ECQ_E,Early Childhood,2007,2008,Questionnaire,
WHQ030E,Do you consider {SP} now to be . . .,ECQ_E,Early Childhood,2007,2008,Questionnaire,
HSAQUEX,Source of Health Status Data,HSQ_E,Current Health Status,2007,2008,Questionnaire,
HSD010,{First/Next} I have some general questions about {your/SP's} health. Would you say {your/SP's} health in general is . . .,HSQ_E,Current Health Status,2007,2008,Questionnaire,
HSQ470,"The next set are of questions are about {your/SP's} recent health during the 30 days outlined on the calendar. Thinking about {your/SP's} physical health, which includes physical illness and injury, for how many days during the past 30 days was {your/his/her} physical health not good?",HSQ_E,Current Health Status,2007,2008,Questionnaire,
HSQ480,"Now thinking about {your/SP's} mental health, which includes stress, depression, and problems with emotions, for how many days during the past 30 days was {your/his/her} mental health not good?",HSQ_E,Current Health Status,2007,2008,Questionnaire,
HSQ490,"During the past 30 days, for about how many days did poor physical or mental health keep {you/SP} from doing {your/his/her} usual activities, such as self-care, work, school or recreation?",HSQ_E,Current Health Status,2007,2008,Questionnaire,
HSQ493,"During the past 30 days, for about how many days did pain make it hard for {you/SP} to do {your/his/her} usual activities, such as self-care, work, or recreation?",HSQ_E,Current Health Status,2007,2008,Questionnaire,
HSQ496,"During the past 30 days, for about how many days {have you/has SP} felt worried, tense, or anxious?",HSQ_E,Current Health Status,2007,2008,Questionnaire,
HSQ500,Did {you/SP} have a head cold or chest cold that started during those 30 days?,HSQ_E,Current Health Status,2007,2008,Questionnaire,
HSQ510,Did {you/SP} have a stomach or intestinal illness with vomiting or diarrhea that started during those 30 days?,HSQ_E,Current Health Status,2007,2008,Questionnaire,
HSQ520,"Did {you/SP} have flu, pneumonia, or ear infections that started during those 30 days?",HSQ_E,Current Health Status,2007,2008,Questionnaire,
HSQ571,"During the past 12 months, that is, since (DISPLAY CURRENT MONTH, DISPLAY LAST YEAR), a year ago, (have you/has SP) donated blood?",HSQ_E,Current Health Status,2007,2008,Questionnaire,
HSQ580,How long ago was {your/SP's} last blood donation?,HSQ_E,Current Health Status,2007,2008,Questionnaire,
HSQ590,"Except for tests {you/SP} may have had as part of blood donations, {have you/has he/has she} ever had {your/his/her} blood tested for the AIDS virus infection?",HSQ_E,Current Health Status,2007,2008,Questionnaire,
SEQN,Respondent sequence number.,HSQ_E,Current Health Status,2007,2008,Questionnaire,
IMQ011,"Hepatitis (Hep-a-ti-tis) A vaccine is given as a two dose series to some children older than 2 years and also to some adults, especially people who travel outside the United States. It has only been available since 1995. {Have you/Has SP} ever received hepatitis A vaccine?",IMQ_E,Immunization,2007,2008,Questionnaire,
IMQ020,"Hepatitis (Hep-a-ti-tis) B vaccine is given in three separate doses and has been recommended for all newborn infants since 1991. In 1995, it was recommended that adolescents be given the vaccine. Persons who may be exposed to other people's blood, such as health care workers, also may have received the vaccine. {Have you/Has SP} ever received the 3-dose series of the hepatitis B vaccine?",IMQ_E,Immunization,2007,2008,Questionnaire,
